mv_id,mv_name,mv_author,mv_desc,mv_pic,playCount,publishTime,mv_url_240,mv_url_480,mv_url_720,mv_url_1080
113112,Red,Taylor Swift,,http://p1.music.126.net/iuPnj5tvXtUNlM6MDuJdkA==/5971447650451640.jpg,624万,2013-07-04,http://vodkgeyttp8.vod.126.net/cloudmusic/MSMmMmIiMCJhYTAhIjAwMA==/mv/113112/edf70c3309121e51e0de4d443ef22c6a.mp4?wsSecret=d929a82ab078efbfd65ace78901d8b77&wsTime=1557752219,http://vodkgeyttp8.vod.126.net/cloudmusic/MSMmMmIiMCJhYTAhIjAwMA==/mv/113112/4c933f791b2bb99fd4a878176ab36da6.mp4?wsSecret=04def44cf85d019fb75676b6874dc345&wsTime=1557752219,http://vodkgeyttp8.vod.126.net/cloudmusic/MSMmMmIiMCJhYTAhIjAwMA==/mv/113112/fc21a8032777049194c31b0651234506.mp4?wsSecret=85e24f3b5f467f5e50708088ee3d2547&wsTime=1557752219,http://vodkgeyttp8.vod.126.net/cloudmusic/MSMmMmIiMCJhYTAhIjAwMA==/mv/113112/980678c46981df25bcb88baaa33e7f70.mp4?wsSecret=71900736326b9781d419df9de46f134c&wsTime=1557752219
320005,Shake It Off,Taylor Swift,,http://p1.music.126.net/j9HX911eYF_iBqWblEA-1g==/8886252976032143.jpg,702万,2014-08-19,http://vodkgeyttp8.vod.126.net/cloudmusic/IjAwISYwISAwMGRkJDAgIA==/mv/320005/d75f2062e7d8c1465c1af0109787fd12.mp4?wsSecret=ce381774270622047f5bc62f8bedf5f6&wsTime=1557752220,http://vodkgeyttp8.vod.126.net/cloudmusic/IjAwISYwISAwMGRkJDAgIA==/mv/320005/4d182dfccab14635a0181d4979f9c4c2.mp4?wsSecret=4edb1a1532ffa0090afe663118b63cb6&wsTime=1557752220,http://vodkgeyttp8.vod.126.net/cloudmusic/IjAwISYwISAwMGRkJDAgIA==/mv/320005/c95a33071a1118ced2685cd0dd9a10bd.mp4?wsSecret=b60372ca507cc1c1987f13569da57d92&wsTime=1557752220,http://vodkgeyttp8.vod.126.net/cloudmusic/IjAwISYwISAwMGRkJDAgIA==/mv/320005/c81d1ac7e44fe43cbacc212a242994b2.mp4?wsSecret=08cb3251c2c1266250527e234c6fbb10&wsTime=1557752220
466904,Wildest Dreams,Taylor Swift,Taylor Swift 《1989》专辑中的第五首歌曲《Wildest Dreams》MV，这支MV重温了40年代的风格，展现了Taylor对于非洲大草原的无限热爱，背景中的长颈鹿、大象、狮子等动物，与黄丝飘飘的女主人公和草原风貌相处得十分和谐。,http://p1.music.126.net/tOGPo9vXKZpWOsHT6whBZA==/3280942697776895.jpg,646万,2015-08-30,http://vodkgeyttp8.vod.126.net/cloudmusic/ZGAgIzAgJjAkMCMwIjJkIg==/mv/466904/edde38f8af2485692ee1abef790474e4.mp4?wsSecret=ca1efcf63410030dbe6b94ed86f92156&wsTime=1557752221,http://vodkgeyttp8.vod.126.net/cloudmusic/ZGAgIzAgJjAkMCMwIjJkIg==/mv/466904/52a796f9fa434e8a6f1575d01e57fbaf.mp4?wsSecret=d559a3f5a2f5f223217deb5ff767bc94&wsTime=1557752221,http://vodkgeyttp8.vod.126.net/cloudmusic/ZGAgIzAgJjAkMCMwIjJkIg==/mv/466904/5f860810ec5e4c96c215ede5ec745afc.mp4?wsSecret=c0b7523ad06845068cb2dd3af612c6fa&wsTime=1557752221,
5466,Safe And Sound,Taylor Swift,,http://p1.music.126.net/5W4EMZf3qjTznXl1CE7BPg==/3236962232888947.jpg,548万,2013-03-26,http://vodkgeyttp8.vod.126.net/cloudmusic/IWAgICIgMDAwMDYxISAgZA==/mv/5466/418b10ffdcc57ccb0bccd08a4f03136a.mp4?wsSecret=21471135c3e81810fdb6429107d7852b&wsTime=1557752222,http://vodkgeyttp8.vod.126.net/cloudmusic/IWAgICIgMDAwMDYxISAgZA==/mv/5466/eaf8c0a7aec67bb8ee471d30afffaa9b.mp4?wsSecret=e0ac0e8ab5e0fdb27fa21a9f51592c95&wsTime=1557752222,http://vodkgeyttp8.vod.126.net/cloudmusic/IWAgICIgMDAwMDYxISAgZA==/mv/5466/282108bd98923c92ffa3d6edf437ec25.mp4?wsSecret=908891b5a7d17db60af6ffffea46de89&wsTime=1557752222,
5809022,End Game,Taylor Swift,Taylor Swift联手Ed Sheeran 新单《End Game》MV发布,http://p1.music.126.net/-FYKpI7kuD9lguYPy8iHsg==/109951163106264211.jpg,502万,2018-01-11,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180312014441/837e6ee5-413b-4e33-a2a7-dafcd470057c/3d1f920f64c937d75bb47f7a9e1343ca.mp4?wsSecret=6a597f109082ee9a727b56ea4e74eaf4&wsTime=1557752224,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180312014441/837e6ee5-413b-4e33-a2a7-dafcd470057c/4e2b5be5bf05f8b98a8f3de1361922d8.mp4?wsSecret=d11bc64f3bd6cbdd7dda9ee240b6f281&wsTime=1557752224,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180312014441/837e6ee5-413b-4e33-a2a7-dafcd470057c/fb8e0a4b6137a08b4ba8deb5a02585e5.mp4?wsSecret=7a8b09bb21b9cb20fb8329a51ea9fe9e&wsTime=1557752224,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180312014441/837e6ee5-413b-4e33-a2a7-dafcd470057c/e8b55d8189665e9390d4e6284da9bd8e.mp4?wsSecret=a9130a3a9f544e25136f89c48b1ecefa&wsTime=1557752224
38749,You Belong With Me,Taylor Swift,,http://p1.music.126.net/HVBVADsddXyJ2r3UjgpmSw==/493680720904747.jpg,688万,2013-05-24,http://vodkgeyttp8.vod.126.net/cloudmusic/NDBkMSAyITAhMiQiMSA4NQ==/mv/38749/2723635ae89fdfd2dbb086a69e94902f.mp4?wsSecret=1250618af2155cac86d6d5b3fcf324f0&wsTime=1557752225,,,
5776032,...Ready For It? (BloodPop® Remix),Taylor Swift,霉霉Taylor Swift混音新单《…Ready for It?(BloodPop® Remix)》歌词版MV发布,http://p1.music.126.net/tOK9V95ojQDP8BFS7yp0vQ==/109951163085245958.jpg,292万,2017-12-14,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20171215045047/5f7899fb-0c98-4b4b-be80-a141d98aa695/36a296d944909b0e353960412ee5cfa2.mp4?wsSecret=b88b46cc8fb86fe2cea8e70d0ebebaa1&wsTime=1557752225,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20171215045047/5f7899fb-0c98-4b4b-be80-a141d98aa695/3308ebf6fa572513e2eeab080d1cd781.mp4?wsSecret=5f6b9405931f80636290142f34a56196&wsTime=1557752226,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20171215045047/5f7899fb-0c98-4b4b-be80-a141d98aa695/769c2f06774143210cf789f5dc1d0ce1.mp4?wsSecret=b04fc973f4ae16ed035552d78f149588&wsTime=1557752226,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20171215045047/5f7899fb-0c98-4b4b-be80-a141d98aa695/7b48fd2eadaca428e76c497369e20928.mp4?wsSecret=2aa7508bcc19ed3c7431ddc0da3a1232&wsTime=1557752226
5438013,I Don’t Wanna Live Forever (Fifty Shades Darker),Taylor Swift,霉霉Taylor Swift联手ZAYN新单《I Don’t Wanna Live Forever》MV首播！这是《五十度黑》原声首支MV，由霉霉和ZAYN出镜表演，演绎一场爱恨交织的情感故事。,http://p1.music.126.net/MGLgZBEHg1oUUsR8O2NoCQ==/18673005976866216.jpg,1200万,2017-01-27,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAiICAgJCEwNmJhJWQwZA==/mv/5438013/7cf4c8f079456c92847ca6ab2d48dfe6.mp4?wsSecret=702269aa0d33302b6f1cd89820e78cd8&wsTime=1557752226,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAiICAgJCEwNmJhJWQwZA==/mv/5438013/7d18b34b259ccc5b1b37e96d11bb7257.mp4?wsSecret=c13273bb2b2eeff0148a25b85cb03e98&wsTime=1557752226,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAiICAgJCEwNmJhJWQwZA==/mv/5438013/22ed3efd8b04a15de268f8c89658962a.mp4?wsSecret=5bb51fdd579848bea271f345be163bba&wsTime=1557752226,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAiICAgJCEwNmJhJWQwZA==/mv/5438013/50068fd84d057888ac6992567bed4a5c.mp4?wsSecret=32b99a727817619e03bf9c64a1c805ef&wsTime=1557752226
32623,22,Taylor Swift,,http://p1.music.126.net/0_PBvir_OiPxopRRJPqZJQ==/6029721766723667.jpg,426万,2013-05-17,http://vodkgeyttp8.vod.126.net/cloudmusic/MyViICAiJiIgNTE0MCIwJA==/mv/32623/babbf7e12102cfc1eb4ab694e7ec19f9.mp4?wsSecret=2450522941a7ed227c65b5c51b9cd8db&wsTime=1557752227,http://vodkgeyttp8.vod.126.net/cloudmusic/MyViICAiJiIgNTE0MCIwJA==/mv/32623/50a787aac44f6c48e7789ed82dc2f96c.mp4?wsSecret=1869ad9b5ea15745694b87df26fd8245&wsTime=1557752227,http://vodkgeyttp8.vod.126.net/cloudmusic/MyViICAiJiIgNTE0MCIwJA==/mv/32623/4d80c79aa5f2f9c325f7e5caf7b85c4c.mp4?wsSecret=dadb63f06464109e8853241fed0f5721&wsTime=1557752227,http://vodkgeyttp8.vod.126.net/cloudmusic/MyViICAiJiIgNTE0MCIwJA==/mv/32623/766eb90fe490000cce125224dc02e58b.mp4?wsSecret=b28a4c707500732823f38ce1fbcb0ee5&wsTime=1557752227
370108, Welcome To New York (The Thanksgiving Day Parade),Taylor Swift,,http://p1.music.126.net/JmE9rGDkPUNkw3jxmNdOrg==/2532175280692519.jpg,537万,2014-11-27,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAgISQwYGMgMDBkNSAgMQ==/mv/370108/9b841564111ade39a0e1b7cf74c8e146.mp4?wsSecret=0b588e356cf329b39ebc099d4203192a&wsTime=1557752228,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAgISQwYGMgMDBkNSAgMQ==/mv/370108/4fff92e89d06bf79f0e2d0a5587372b5.mp4?wsSecret=80d1063fc657ebac5b121fec4af5ebce&wsTime=1557752228,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAgISQwYGMgMDBkNSAgMQ==/mv/370108/1c720f52d79d03565024422d12a1c53a.mp4?wsSecret=45429cf66d807174db79c5cd8f983681&wsTime=1557752228,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAgISQwYGMgMDBkNSAgMQ==/mv/370108/b9ba30f90fd52ceaf72dfda448aebb13.mp4?wsSecret=7eaeb5af9e373180ec29f6090ce4bfe1&wsTime=1557752228
148090,We Are Never Ever Getting Back Together,Taylor Swift,,http://p1.music.126.net/ABNRk06WsqU7eD-qb-1Wow==/6036318836490375.jpg,358万,2013-07-19,http://vodkgeyttp8.vod.126.net/cloudmusic/MDBgJCBhMDAwNjAwMDYwYw==/mv/148090/1f9161d683f5e8e60d38d2f87d0eb6cc.mp4?wsSecret=60c226800c1f02b3521991efd533f9eb&wsTime=1557752229,http://vodkgeyttp8.vod.126.net/cloudmusic/MDBgJCBhMDAwNjAwMDYwYw==/mv/148090/f2f18ed5c74d29b8cfdb01bbbe46087a.mp4?wsSecret=2d6047ae0b5536e22f2b33c0954e079a&wsTime=1557752229,http://vodkgeyttp8.vod.126.net/cloudmusic/MDBgJCBhMDAwNjAwMDYwYw==/mv/148090/2367248534663361_1280x720.mp4?wsSecret=ce382462690cba34dc8e08835f6ad144&wsTime=1557752229,http://vodkgeyttp8.vod.126.net/cloudmusic/MDBgJCBhMDAwNjAwMDYwYw==/mv/148090/2367248534663361_1920x1080.mp4?wsSecret=10acad24a05a81223cb04e3bd31296aa&wsTime=1557752229
415232,Bad Blood,Kendrick Lamar,,http://p1.music.126.net/UqxiDCwkaZRuLmaihvlbBw==/7921981278936642.jpg,473万,2015-05-18,http://vodkgeyttp8.vod.126.net/cloudmusic/MTAjZDEgJDQgMSAwMCAhIg==/mv/415232/833aaacc37466717116aa04f6075881e.mp4?wsSecret=52b3af5be9e4cfeaaf71f90283c14595&wsTime=1557752230,http://vodkgeyttp8.vod.126.net/cloudmusic/MTAjZDEgJDQgMSAwMCAhIg==/mv/415232/10109aecd7d1130facbddfff4b8c9af1.mp4?wsSecret=0f5743c2c0c12f7e5d9d504d5e641a84&wsTime=1557752230,http://vodkgeyttp8.vod.126.net/cloudmusic/MTAjZDEgJDQgMSAwMCAhIg==/mv/415232/4338c43c78f00e34e942df06e946d735.mp4?wsSecret=74c501d4a193875bb9270533d050e21d&wsTime=1557752230,http://vodkgeyttp8.vod.126.net/cloudmusic/MTAjZDEgJDQgMSAwMCAhIg==/mv/415232/83561adbf563007e21bf4c7719ccdc2c.mp4?wsSecret=73be87e20124f6acec56174766dc2503&wsTime=1557752230
372204,Style (Victoria's Secret Fashion Show 2014) ,Taylor Swift,,http://p1.music.126.net/a2yPM-Zp42m3GA5HUfGwcQ==/2528876746101202.jpg,309万,2014-12-10,http://vodkgeyttp8.vod.126.net/cloudmusic/ZDAmJSIgMiIkNSQxYDQwJA==/mv/372204/b06cde5d287196aa5e8a9c564ffe060a.mp4?wsSecret=fbd78c0b14babf11cd66ef09e27f0b42&wsTime=1557752231,http://vodkgeyttp8.vod.126.net/cloudmusic/ZDAmJSIgMiIkNSQxYDQwJA==/mv/372204/257c52a957627e4daada5c839bc517f5.mp4?wsSecret=c4c162ece909b9f8d80dfaaef9de86a5&wsTime=1557752231,http://vodkgeyttp8.vod.126.net/cloudmusic/ZDAmJSIgMiIkNSQxYDQwJA==/mv/372204/e4d02ae7713590ff8d33f3f4908d0b74.mp4?wsSecret=f352f6962e6b3f80cb67bc42046c5818&wsTime=1557752231,
5952086,Babe,Sugarland,霉霉Taylor Swift助阵Sugarland乡村单曲《Babe》MV发布！,http://p1.music.126.net/zBQuI0f5jkWDMG20xw1BzA==/109951163343657773.jpg,118万,2018-06-10,http://vodkgeyttp8.vod.126.net/cloudmusic/99b4/mv/4b09/6712dcb604dab93855947fb271987a95.mp4?wsSecret=85945c349ded35522dd11f85242e0826&wsTime=1557752232,http://vodkgeyttp8.vod.126.net/cloudmusic/99b4/mv/4b09/4a86d293c7c1c2082fd21ddc48682771.mp4?wsSecret=4c8a91c1a1ff8c21242083818649a442&wsTime=1557752232,http://vodkgeyttp8.vod.126.net/cloudmusic/99b4/mv/4b09/c49e3d5af92deef72736eef0d4d55f7a.mp4?wsSecret=586babf87351aac6d6f83134b2ff11e3&wsTime=1557752232,http://vodkgeyttp8.vod.126.net/cloudmusic/99b4/mv/4b09/a5693505089e03a45bc8e6ac1e76ed9f.mp4?wsSecret=ec6cea4e570596a318b85af9d0525dac&wsTime=1557752232
32561,Back To December,Taylor Swift,,http://p1.music.126.net/bpJbwHronjqR9ehNJHDV_Q==/6028622255095887.jpg,210万,2013-05-17,http://vodkgeyttp8.vod.126.net/cloudmusic/ITAwMjEgMCEhMTEwYCJjMg==/mv/32561/df395bb448baf142a5ff3a25f7fd10dc.mp4?wsSecret=35a5d7d361adb6bd8678a54e308fd513&wsTime=1557752233,http://vodkgeyttp8.vod.126.net/cloudmusic/ITAwMjEgMCEhMTEwYCJjMg==/mv/32561/5b1776fa0240918fc56120a259fb7120.mp4?wsSecret=46eec2e3eefec722c7b41b93700a82b6&wsTime=1557752233,http://vodkgeyttp8.vod.126.net/cloudmusic/ITAwMjEgMCEhMTEwYCJjMg==/mv/32561/57cd2ce8678370088c6f2f0d74bd226e.mp4?wsSecret=624755f699c2fe6eae69c1e5b31bc772&wsTime=1557752233,http://vodkgeyttp8.vod.126.net/cloudmusic/ITAwMjEgMCEhMTEwYCJjMg==/mv/32561/d17a4d47011c0ab719ef5a00df7b8f14.mp4?wsSecret=4d55eeb237e2786f1451c89733188b2d&wsTime=1557752233
5297236,Wildest Dreams Enchanted ,Taylor Swift,,http://p1.music.126.net/UAwz50aN0jGA6rqFnzxhAw==/1386484164740238.jpg,157万,2015-11-28,http://vodkgeyttp8.vod.126.net/cloudmusic/NTEzNTEwNzE=/923aa4768d9357f363c1397528dbe894/7aba6059dbcf658711fa073746ef9419.mp4?wsSecret=1c1729dc612787ad04446593aeb9a356&wsTime=1557752234,http://vodkgeyttp8.vod.126.net/cloudmusic/NTEzNTEwNzE=/923aa4768d9357f363c1397528dbe894/a20cd223c575f22bb9f999ba8e69dcb4.mp4?wsSecret=cba3717ffb2202a1a9631468cdb59fb2&wsTime=1557752234,http://vodkgeyttp8.vod.126.net/cloudmusic/NTEzNTEwNzE=/923aa4768d9357f363c1397528dbe894/395c7eb6f392b6c0f74c74d376a5c336.mp4?wsSecret=4dab06a4617a83085964cfab24dc9bb9&wsTime=1557752234,http://vodkgeyttp8.vod.126.net/cloudmusic/NTEzNTEwNzE=/923aa4768d9357f363c1397528dbe894/53fafd764fa957da470766418df50a91.mp4?wsSecret=aa405fbc22339b2bfd9c36699c75560f&wsTime=1557752234
