music_id,music_img,music_name,music_author,music_album
1329719293,http://p2.music.126.net/mdEpc9mMTQCL_zX_PdoVlQ==/109951163718225530.jpg?param=130y130,舒伯特玫瑰,蓝心羽,翁梓铭
1353010204,http://p2.music.126.net/nTpW8I2j-YmX3WZAmuqNaw==/109951163943077235.jpg?param=130y130,我们的猫,颜小健,青琰
1313558665,http://p1.music.126.net/XDuFK3lS_3wZvmUUASWYkA==/109951163593070953.jpg?param=130y130,宝贝儿,吴青峰,宝贝儿
30706318,http://p1.music.126.net/beK0Y-4vgyZoIy21QFXC0A==/7696581394971660.jpg?param=130y130,我想和你虚度时光,程璧,莫西子诗
427609827,http://p1.music.126.net/QQrQFmdxaHFprapVhDo1pA==/18280480323841807.jpg?param=130y130,Midnight Canyon,The Cheers Cheers,不如搬去船底星
493631448,http://p1.music.126.net/gBLk4lyZ7nA5r-HjVV1TVg==/17738421091339731.jpg?param=130y130,Dreams Tonite,Alvvays,Antisocialites
441438192,http://p1.music.126.net/0wiCXnL67Bhuk7LMWFgDZA==/109951162810266261.jpg?param=130y130,Sonnet 1,The Cheers Cheers,Sonnet 1
408055512,http://p1.music.126.net/yCDsOdxGosCLXYf8VkD-sQ==/109951163373344713.jpg?param=130y130,Electric,Brett,Mode
1325896199,http://p1.music.126.net/rbvb5ei6aEq_ogPEOJXuIA==/109951163676840183.jpg?param=130y130,Camped,RINI,Camp
16957722,http://p2.music.126.net/018nYsjwe_hH2K_pVjQahw==/595935302262275.jpg?param=130y130,Intro - intro,M83,"Hurry Up, We're Dreaming."
17276013,http://p1.music.126.net/EQhzofpnDpx8djwCfQaqbA==/2529976256654299.jpg?param=130y130,Look On Down From The Bridge,Mazzy Star,Among My Swan
404184867,http://p2.music.126.net/BoeEghAVoEkC_72YnFOhlQ==/17781302044812671.jpg?param=130y130,This Must Be My Dream,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it"
3917339,http://p1.music.126.net/CFc5via5vd4nmHoaem6ttw==/905997581331735.jpg?param=130y130,Oimiakon,A Red Season Shade,Interiors
456175245,http://p2.music.126.net/6xXPzQdTAtg3-6T1FX3R0w==/18614731860002793.jpg?param=130y130,Big Picture,London Grammar,Big Picture
26145696,http://p2.music.126.net/F2di6btB63vP7OoqGvyCHA==/18159534044644871.jpg?param=130y130,Youth,Daughter,If You Leave
28313105,http://p1.music.126.net/8PQXr59ua5PIV7TKZN3Zmg==/6042915906428998.jpg?param=130y130,Heaven Sent,Mr. Little Jeans,Pocketknife
33075109,http://p2.music.126.net/sx_jjQMwoIQyOzawrxP2ow==/7818627186135449.jpg?param=130y130,Wildflower,Beach House,Depression Cherry
28409247,http://s4.music.126.net/style/web2/img/default/default_album.jpg?param=130y130,Eurydice,The Pains of Being Pure at Heart,Days of Abandon
36308371,http://p2.music.126.net/5oeI036_Hpr2_zNsfWKQiA==/3306231466128705.jpg?param=130y130,Memories That You Call (Petit Biscuit Remix),PETIT BISCUIT,Odesza
26060069,http://p1.music.126.net/b2nl6jsVbqj23IV8dVvJcg==/7766950139663735.jpg?param=130y130,Au Revoir,OneRepublic,Native (Deluxe Version)
434550115,http://p2.music.126.net/ArT4QFYqSiQu057fW3OzAA==/18527870440206232.jpg?param=130y130,Lost City,Brett,Die Young
28591875,http://p2.music.126.net/CQofnsdIuzwFcor-5qbp7w==/109951163373308356.jpg?param=130y130,Always,Brett,Brett
438462712,http://p2.music.126.net/UWWcyf4Q-7F-4cIUh5NE1w==/18825838091725130.jpg?param=130y130,Burgundy Red,落日飞车,Jinji Kikko
474409787,http://p2.music.126.net/ozItLXe52lrY1B4WNOTz4w==/18996262393183203.jpg?param=130y130,Landscapes,Talos,Wild Alee
469073254,http://p2.music.126.net/0Nk2bwlcSrwvd-JFBdmC9w==/18943485835010213.jpg?param=130y130,Fading,Vallis Alps,Fable
28409245,http://s4.music.126.net/style/web2/img/default/default_album.jpg?param=130y130,Beautiful You,The Pains of Being Pure at Heart,Days of Abandon
484638725,http://p2.music.126.net/TO4LEOXRiQajuEBiwB2weQ==/18444307556199247.jpg?param=130y130,All I Can Think About Is You,Coldplay,Kaleidoscope
460514819,http://p1.music.126.net/ZyC7XtyKFR6eobiaTG5Acg==/18822539557704899.jpg?param=130y130,Seafoam,Lave,Seafoam
1343027744,http://p2.music.126.net/fIWrFA1mN7rtE2R4GXYSew==/109951163856854260.jpg?param=130y130,섬 (Queen of Diamonds),黑裙子,THIRSTY
16957735,http://p1.music.126.net/018nYsjwe_hH2K_pVjQahw==/595935302262275.jpg?param=130y130,Ok Pal,M83,"Hurry Up, We're Dreaming."
17177380,http://p1.music.126.net/47IHsz9XELaFLxCRCUiVnw==/558551906918285.jpg?param=130y130,Paradise,Coldplay,Paradise
26612933,http://p2.music.126.net/WHMoeFEFeHln1bkq_mua2g==/109951163364887181.jpg?param=130y130,Plastic Panorama,Postiljonen,Skyer
28492994,http://p2.music.126.net/TZJJ2ByhyudPSAixfXrZgQ==/6042915906596465.jpg?param=130y130,Chances,Minipop,Chances
27569931,http://p1.music.126.net/EOdJgC5_bTFEG4rAHJ3QSA==/6633353650999406.jpg?param=130y130,Plastic Sea,Minks,X-Rated Poetry
28409246,http://s4.music.126.net/style/web2/img/default/default_album.jpg?param=130y130,Coral and Gold,The Pains of Being Pure at Heart,Days of Abandon
501220106,http://p1.music.126.net/Ry2hYBoKLVrRb8YNp_Djug==/109951163011060144.jpg?param=130y130,Almost Home,余佳运,Jony J
1345976337,http://p1.music.126.net/-yLMI3D01UwZm3xN8JimjA==/109951163862015763.jpg?param=130y130,一起逃命,太一,一起逃命
1353194608,http://p1.music.126.net/a_rb8pgC5R_hO-lfm7acSw==/109951164019567772.jpg?param=130y130,今天也想见到你,焦迈奇,我的名字
407435011,http://p1.music.126.net/O6d7GYY3gp2uy8zehvcOjQ==/17699938184267410.jpg?param=130y130,我想,余佳运,幸福三部曲
386542,http://p2.music.126.net/AmUoDfx17bcXoZF0uxU0-A==/109951163188724394.jpg?param=130y130,拥抱,五月天,我们是五月天
1311319058,http://p1.music.126.net/lImkmFfPTf6sfmNeXc3MqQ==/109951163559198470.jpg?param=130y130,东西,林俊呈,东西
521595445,http://p1.music.126.net/gSUx5avVtTWwJXTc-rGiAQ==/109951163073250817.jpg?param=130y130,Lutra,太一,Lutra
1315169726,http://p2.music.126.net/pyuYQDkbKX_4RNo0Lg567g==/109951163585051227.jpg?param=130y130,了解(Knowing),余佳运,了解(Knowing)
1325898368,http://p2.music.126.net/pTdy0AnxgSwTDK-lXeB3-g==/109951163678538781.jpg?param=130y130,Ti Amo,艾福杰尼,楼兰
26075548,http://p1.music.126.net/DxQeZM26qjkQsyZulBdw6A==/109951163314294843.jpg?param=130y130,初爱,杨宗纬,初·爱
519136840,http://p1.music.126.net/2pFqN1pyqF2DHdSt1hQ10Q==/109951163063456206.jpg?param=130y130,只只,孟凡明,只只
1336856864,http://p2.music.126.net/1iLwRvMtUMYLZUNR-HQW7Q==/109951163957708692.jpg?param=130y130,形容,沈以诚,初遇
514761281,http://p1.music.126.net/tczb_7II9KzSuLQsVt89Gw==/109951163049336667.jpg?param=130y130,白羊,徐秉龙,沈以诚
1314154490,http://p2.music.126.net/BajHpJHBgaytfoOTtAQhaw==/109951163578331920.jpg?param=130y130,太久,刘思鉴,Todd Li
455627696,http://p2.music.126.net/ZpK--Z2vcUd17PmR6hb1hg==/109951163077848832.jpg?param=130y130,特别的你,李迦南Doc,你说
1359289775,http://p2.music.126.net/lsjHbT20m1aGvhrlK4Xfag==/109951164004775573.jpg?param=130y130,春天的歌,朱星杰,值得一提的事
530986052,http://p1.music.126.net/9uUWLnRsv4c0F0wu9dlttA==/109951163118372627.jpg?param=130y130,返老还童,胡彦斌,Jony J
108485,http://p2.music.126.net/s6zFxvXe5kOxub4_x4rZhQ==/109951163052847567.jpg?param=130y130,Always Online,林俊杰,JJ陆
420401511,http://p2.music.126.net/O6d7GYY3gp2uy8zehvcOjQ==/17699938184267410.jpg?param=130y130,和你,余佳运,幸福三部曲
26159506,http://p2.music.126.net/UrcX9JSkB46wf-0uEMi3aA==/2319969534633288.jpg?param=130y130,对嘴,周笔畅,周游拾光 周笔畅音乐之旅精选记录
1318235595,http://p1.music.126.net/tt8xwK-ASC2iqXNUXYKoDQ==/109951163606377163.jpg?param=130y130,耳朵,李荣浩,耳朵
150617,http://p2.music.126.net/vp2j84DbGiUQ4-yYJ_N4yQ==/6649846324860304.jpg?param=130y130,找自己,陶喆,I'm Ok
28563317,http://p2.music.126.net/EES1U3UVWUdt_tHyiY8XAw==/5962651557619306.jpg?param=130y130,阴天快乐,陈奕迅,rice & shine
31545740,http://p2.music.126.net/XaLeBWRiNr1qCkH878s_mA==/2942293116305429.jpg?param=130y130,你好可爱,吴克群,宋智孝
1354477597,http://p2.music.126.net/B7JEdV2-VzsPWzfCrVeBLA==/109951163953285066.jpg?param=130y130,像风走了八千里,胜娚（王胜男）,像风走了八千里
569212210,http://p2.music.126.net/vmCcDvD1H04e9gm97xsCqg==/109951163350929740.jpg?param=130y130,想你想你,毛不易,平凡的一天
420513158,http://p2.music.126.net/ExDuzcVK5vkMNpPpzmFX6Q==/3446968958754370.jpg?param=130y130,红蔷薇白玫瑰,G.E.M.邓紫棋,红蔷薇白玫瑰
1336871144,http://p1.music.126.net/AFM2wu_5j2hz1rOhCFtw9Q==/109951163783615009.jpg?param=130y130,宝贝,徐秉龙,宝贝
4875075,http://p2.music.126.net/3n01o8lnrbQfopy5PkpppA==/18877515137439308.jpg?param=130y130,遇到,方雅贤,恶作剧之吻 电视原声带
93188,http://p1.music.126.net/OmHGt8FWJJ9KYB41iy8jAQ==/6633353650450810.jpg?param=130y130,蝴蝶,胡彦斌,音乐密码
553815178,http://p2.music.126.net/_AFGOj5fv7CzCgrUadWztQ==/109951163254735616.jpg?param=130y130,静悄悄,陈泫孝（大泫）,静悄悄
1354629987,http://p2.music.126.net/yI7Pf2XGAitw5OuImEyuRg==/109951163954891400.jpg?param=130y130,去见你,徐秉龙,去见你
402073803,http://p2.music.126.net/_5NqGU4KU06j7T0N-ahVLg==/1410673418999648.jpg?param=130y130,莉莉安,徐佳莹,我是歌手第四季 第4期
485960228,http://p2.music.126.net/BNqTcNt5HY_0sQdA1ZH-1Q==/18787355185754318.jpg?param=130y130,岁月神偷,周笔畅,岁月神偷
29450548,http://p1.music.126.net/UjLNuIBU47XdHd24e3U21w==/6631154627821015.jpg?param=130y130,龙卷风,G.E.M.邓紫棋,龙卷风
409650012,http://p1.music.126.net/_-8FsfnidoJQmPis1efUbw==/16609222649893709.jpg?param=130y130,相守,栗先达,相守
368878,http://p2.music.126.net/jCRGIC5zFdZjD3-79YjKeg==/109951163240600652.jpg?param=130y130,初恋粉色系,南拳妈妈,调色盘
150671,http://p1.music.126.net/C2xw3jriQMoKnvyOsHYPDA==/6649846324860603.jpg?param=130y130,心乱飞,陶喆,David Tao 同名专辑
156193,http://p1.music.126.net/PAj4Lw81_M2DZ-Sw0ncsQA==/109951163200251206.jpg?param=130y130,为你写诗,吴克群,为你写诗
1294889294,http://p2.music.126.net/hN3167SV-TjzFVWLuHG-ug==/109951163420898212.jpg?param=130y130,Younger,The Hails,Younger
26612933,http://p1.music.126.net/WHMoeFEFeHln1bkq_mua2g==/109951163364887181.jpg?param=130y130,Plastic Panorama,Postiljonen,Skyer
468738013,http://p2.music.126.net/6CPnGES7YxvWp9v_jDRfwA==/109951163427417756.jpg?param=130y130,Sugar for the Pill,Slowdive,Slowdive
508903365,http://p2.music.126.net/rOyl-hkQy3fAr2_c_YrFtQ==/109951163031081418.jpg?param=130y130,Underwater,Subsets,Ayelle
29481931,http://p2.music.126.net/6g2lYOG-AikFAZiXqCTTxw==/2538772349314099.jpg?param=130y130,Even the Darkness Has Arms,The Barr Brothers,Sleeping Operator
477839665,http://p1.music.126.net/n7RUlQsdHRudYDGeLIfKKQ==/19156791090867163.jpg?param=130y130,H.O.P.E.,Molly Nilsson,Zenith
420125029,http://p2.music.126.net/mP7H2iM30MHNLoR2Lotw1A==/1409573919094948.jpg?param=130y130,Lauren,Men I Trust,Lauren
565017497,http://p1.music.126.net/5lC_0W85OkJvtmm1aiqhVA==/109951163309253883.jpg?param=130y130,It's You,Triathalon,Nothing Bothers Me
28240431,http://p1.music.126.net/EFk6mXbuQf2gwBVB9w9MgA==/2543170395431835.jpg?param=130y130,People,Kye Kye,Fantasize
28636993,http://p2.music.126.net/RTJB_Tot_ndySrzA3rZ3ag==/109951163167217174.jpg?param=130y130,Brooklyn Baby,Lana Del Rey,Ultraviolence
1318120181,http://p2.music.126.net/vAqRM0bL2PT29LA6_QLHeg==/109951163870826451.jpg?param=130y130,Sun In Our Eyes,MØ,Diplo
16823356,http://p2.music.126.net/JuiCy7_CegeWALctG_-Ilg==/6664139976843206.jpg?param=130y130,Everytime I Look In Your Eyes,Bang Gang,Ghosts from the Past
29473749,http://p2.music.126.net/kTJBmfGH-wZXT1uvd5Z5OQ==/109951163388123507.jpg?param=130y130,Camberwell,#1 Dads,About Face
30148832,http://p1.music.126.net/tKbCd7E1Y5sMXw9RyLCDfA==/7849413510777670.jpg?param=130y130,Bailemen Swing Feat. Zhang Le,The Shanghai Restoration Project,Mungbean Mash
530057142,http://p1.music.126.net/gvvaCsDl5MHSKSCZIVZnVw==/109951163106445986.jpg?param=130y130,Stay True,Men I Trust,Helena
31152335,http://p2.music.126.net/FvE1emrCv3wrTWixo6sPRQ==/7862607650799083.jpg?param=130y130,Bones,Oliver Koletzki,About: Berlin Vol: 9
1357947737,http://p1.music.126.net/sFGyopYhb8eVP8NKpahu5A==/109951163990079816.jpg?param=130y130,Same Old,Felivand,Same Old
1308196335,http://p2.music.126.net/AFKR83p47dI8XfgHq3nPxA==/109951163538953757.jpg?param=130y130,Noche Oscura,Feng Suave,Feng Suave
26579838,http://p2.music.126.net/CR_gHiv73rwYB36zEOYW2A==/109951163422022020.jpg?param=130y130,After the Fall,Emika,Centuries
1317457488,http://p1.music.126.net/RdEzZnGBBSmUuX_cgpNKXg==/109951163606385002.jpg?param=130y130,The City Holds My Heart,Ghostly Kisses,The City Holds My Heart 
1305366120,http://p1.music.126.net/BUskIf3QpLJrLOefEUhUpA==/109951163518278952.jpg?param=130y130,Show Me How,Men I Trust,Show Me How
1297486218,http://p2.music.126.net/f_hg5RtGJHtL7HGtqkfR1w==/109951163434438001.jpg?param=130y130,Out Like A Light,The Honeysticks,Out Like A Light
1333359608,http://p2.music.126.net/R0EaP1Lfup1i1NslH8MwqA==/109951163725116988.jpg?param=130y130,Walls,Slushii,Dream
1294924238,http://p1.music.126.net/sK8XWsgrUrpvVM3i8Z1zDw==/109951163420864897.jpg?param=130y130,Malibu,Lucys,Malibu
496298368,http://p1.music.126.net/2dCMtZ2vQO0kJOA6CbLMJw==/19123805742199787.jpg?param=130y130,Miracle,Cannons,Night Drive
464797752,http://p1.music.126.net/9htfmCRBiTnPPMTePWU1hw==/109951163371923275.jpg?param=130y130,Thirsty,Men I Trust,Geoffroy
497218056,http://p1.music.126.net/C3vZ7JE0HQmAtysFk2t6tA==/19242552997995282.jpg?param=130y130,Everybody Else,Emmit Fenn,Everybody Else
537854385,http://p1.music.126.net/5ch3udopr_bs6wixe99PTA==/109951163381297967.jpg?param=130y130,Winter's Ballad,cuco,Songs4u
431395922,http://p1.music.126.net/-NPrWCqfwGMVT9_4p3OKTQ==/1391981736508828.jpg?param=130y130,Surfer Girl,Happyness,Tunnel Vision on Your Part
1307473639,http://p2.music.126.net/xa_9E77HUiQUdsCWwcHkOw==/109951163534309771.jpg?param=130y130,Car Park,Fenne Lily,On Hold
529823371,http://p2.music.126.net/JolBynAVg8904NdluBfK4Q==/109951163153329445.jpg?param=130y130,Ref:rain (TV size),Aimer,Ref:rain (期間生産限定盤)
491489972,http://p1.music.126.net/px-pdFRC3_i4LhvjZWcz_w==/109951162978050198.jpg?param=130y130,雨,九月橙,九玖橙儿
428387243,http://p2.music.126.net/w6qIXaXqqaHc4A1upY5ekw==/109951162826818062.jpg?param=130y130,あめをゆかにしいて（Cover 初音ミク）,米白,Rainy day
476638468,http://p2.music.126.net/knuZxQIl0tWXn8bHjnyq_w==/17770306928531115.jpg?param=130y130,glow,H△G,声 ~VOCALOID Cover Album~
496774187,http://p1.music.126.net/p9Frozdg_luAkO6ENOtTXg==/109951162997219545.jpg?param=130y130,Feeling The Rain,MoreanP,Feeling The Rain
41666353,http://p2.music.126.net/wQ1hODvJ8p8poJEYru-u2w==/109951163597938340.jpg?param=130y130,雨き声残響 (カバー),すぃ,灯響プラグレス
509098949,http://p1.music.126.net/CgPH5M-59aM0blv8cWpOpQ==/109951163032043666.jpg?param=130y130,オオカミと少女,鎖那,Hush a by little girl
525829252,http://p1.music.126.net/RaIDuBxPai5tPQelBd7EMg==/109951163091149040.jpg?param=130y130,Under The Welkin,MoreanP,Under The Welkin
27979413,http://p1.music.126.net/Lb7MTxYrLgBhtUpd5yxg8w==/109951163627370594.jpg?param=130y130,After Rain,Aimer,After Dark
496071832,http://p1.music.126.net/NUiGuuMBJ2_Etp_TvTXvtg==/109951162994645221.jpg?param=130y130,After The Rain,傅许,After The Rain
41666363,http://p1.music.126.net/wQ1hODvJ8p8poJEYru-u2w==/109951163597938340.jpg?param=130y130,それがあなたの幸せとしても (カバー),rairu,灯響プラグレス
453843751,http://p1.music.126.net/AUfXMljLBgB3PBV731IzRg==/109951162857118370.jpg?param=130y130,Where are you,AniFace,Where are you
524805604,http://p2.music.126.net/vrfFwMTrSOG0AOuN3M9hOA==/109951163086984245.jpg?param=130y130,天微雨，她就像朵莲花，开满我全部的视线。,十指流玉,心
488388727,http://p1.music.126.net/3eyBH8RjxjXG-EqWShU1wg==/18887410742154555.jpg?param=130y130,初恋,東山奈央,TVアニメ「月がきれい」サウンドコレクション
26418808,http://p2.music.126.net/Wpd4B7lLDV_F1uOe3fTtcQ==/18345351510230167.jpg?param=130y130,Rain,秦基博,言ノ葉
430685732,http://p1.music.126.net/0qSEuzSqPNrACMPoGy8efw==/109951162863729074.jpg?param=130y130,Rain after Summer,羽肿,Rain after Summer
460332,http://p1.music.126.net/ZUEyeZ5Zd9-IdPj6LZp8bg==/6017627139099259.jpg?param=130y130,雨25,kous,in focus-FRe:sora-
557581315,http://p1.music.126.net/FHi1cWVObsNewrw-Jf2w3g==/109951163289889776.jpg?param=130y130,ヒッチコック,ヨルシカ,負け犬にアンコールはいらない
29803433,http://p1.music.126.net/VAZWUJwanNaI_GhT3eASMQ==/2539871862520426.jpg?param=130y130,最後の雨,yuiko,From GardeN
533343413,http://p2.music.126.net/6cAxwGac_1vytpl2JZypTw==/109951163731507784.jpg?param=130y130,雫,Funton,雫
34509092,http://p2.music.126.net/twyFckcI6BfO4f-1RCODFg==/7696581396871100.jpg?param=130y130,曇のち雨,なゆごろう,なゆばむ
476904385,http://p2.music.126.net/sVQiopVxbwD2IsXTch315g==/109951162923727589.jpg?param=130y130,雨季和你,BrighterThan,E＆P World
449578178,http://p2.music.126.net/mPfJ4zHvNRnmtIUDmHTC7Q==/17994607300409533.jpg?param=130y130,in the rain (English ver.),keeno,lasah
35504047,http://p1.music.126.net/q7QS8KUB6610oC8sfwPsSA==/3365605093866346.jpg?param=130y130,傘が泣いた日,glassmoon,RainDrops
445522,http://p1.music.126.net/vxnoysem2OAOJSr87gdT9A==/2378243650903308.jpg?param=130y130,水の妖精,神山純一,森からの赠り物
572354726,http://p2.music.126.net/LeYpYHmEHorvWvoErF6qag==/109951163342776223.jpg?param=130y130,ヒッチコック（Cover：ヨルシカ）,Sawako碎花,ヒッチコック
531040465,http://p2.music.126.net/MeKjWeAzerBKaGNB3ewXHg==/109951163112357772.jpg?param=130y130,ノスタルジックレインフォール,CHiCO with HoneyWorks,ノスタルジックレインフォール (期間生産限定盤)
491241148,http://p2.music.126.net/CkqOk25sOIKtpNE2qBx7rw==/109951162977164944.jpg?param=130y130,那一年在雨中苦苦等待你却失约伤我心但生活仍要继续，现在我过得很好也会偶尔想起并祝福你,作曲人Rocktim,那一年在雨中苦苦等待你却失约伤我心但生活仍要继续！
558116503,http://p2.music.126.net/2RSmY3aCz-I_WHGoBEmkPg==/109951163533493101.jpg?param=130y130,初夏の夜,OneCandy,Glucose
536623501,http://p2.music.126.net/JolBynAVg8904NdluBfK4Q==/109951163153329445.jpg?param=130y130,Ref:rain,Aimer,Ref:rain (期間生産限定盤)
1329968017,http://p2.music.126.net/0Qu9Nkce4IirufQf6eX8HQ==/109951163697123963.jpg?param=130y130,별 (STAR),Chawoo,Rocky
29538084,http://p1.music.126.net/vVqaDVgWzi-_nZSOgfJvJQ==/2544269907719567.jpg?param=130y130,거절하지 말아요 ,MJ,아무일 없던 것처럼
1307601183,http://p2.music.126.net/zOEZp45vzBQMZz-kjA__kA==/109951163534999734.jpg?param=130y130,Let It Grow ~ A Little Tree,公园少女,밤의 공원 (THE PARK IN THE NIGHT) Part One
37239376,http://p1.music.126.net/BNV3jeDlU88mGtGFGHW9LQ==/3275445144429906.jpg?param=130y130,달리기,屋顶月光,달리기
450222772,http://p1.music.126.net/VGTM-I3kqxtSKxS2SEFXYg==/18817041999447328.jpg?param=130y130,너만 보여,Wendy,涩琪
469699750,http://p1.music.126.net/RyuMdrALLqc29upCnr2fCw==/19215065207068597.jpg?param=130y130,달빛천사 (Opening),凌晨攻防,"어른이, 달빛천사"
29849295,http://p2.music.126.net/_Ia1qMOdvHmK4-4k6suMiw==/2542070886149926.jpg?param=130y130,야야야,Urban Zakapa,하이스쿨: 러브온 OST
416552251,http://p2.music.126.net/l-tzQeOIk9rBKXyHcw_jiQ==/3437073350404906.jpg?param=130y130,SPARKLING,ESBEE,As One
491699948,http://p2.music.126.net/731utpn1wgQWXGrRzyhvjQ==/17967119509751520.jpg?param=130y130,달콤한 여름밤,TheAde,달콤한 여름밤
30432501,http://p1.music.126.net/P3xEeqrvPEHdBLnQnLvt3w==/7769149162009135.jpg?param=130y130,여전히 그대라는 걸 (Vocal By Azin),Allegrow,그대의 봄과 함께
26505897,http://p1.music.126.net/o5rtbxpyF_QPHadrcs8nOw==/109951163263508524.jpg?param=130y130,Like ,BTS (防弹少年团),2 COOL 4 SKOOL
31917464,http://p2.music.126.net/sUph8LU7Oa6N_WPlN6metg==/7753755999881857.jpg?param=130y130,Christmas Day,Jimin,Jung Kook
408055471,http://p1.music.126.net/QjdlHjlpRFGwiAiLjCB3fA==/1423867562259522.jpg?param=130y130,걸어가자,屋顶月光,걸어가자
35447762,http://p2.music.126.net/TqlpWxw2wGOZVhFACB7PBQ==/3444769930631397.jpg?param=130y130,"별, 불, 밤",We Are the Night,"별, 불, 밤 이런 것들"
